ID,AMBITO_NOMBRE,EMBALSE_NOMBRE,AGUA_TOTAL,ELECTRICO_FLAG,CODIGO,EMBALSE,X,Y,CAUCE,GOOGLE,OPENSTREETMAP,WIKIDATA,PROVINCIA,CCAA,TIPO,COTA_CORON,ALT_CIMIEN,INFORME,Unnamed: 16
680.0,TAJO,ALMOGUERA,7.0,1.0,3190001.0,Faltos,40.2743056580001,-2.95882007899996,RÍO TAJO,https://www.google.com/search?kgmid=/g/12283wdk,,https://www.wikidata.org/wiki/Q5672943,Guadalajara,Castilla - La Mancha,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=737,
444.0,CANTÁBRICO OCCIDENTAL,ALSA - MEDIAJO,33.0,1.0,,,,,,,,,,,,,,,
1390003.0,CANTABRICO OCCIDENTAL,ALSA TORINA,,,1390003.0,ALSA TORINA,43.0720798520001,-4.01289343399998,ARROYO DE MOJÓN,,,,Cantabria,Cantabria,Presa de materiales sueltos de pantalla asfáltica,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=173,
1390004.0,CANTABRICO OCCIDENTAL,ALSA TORINA,,,1390004.0,ALSA TORINA,43.0947327860001,-3.99995942799995,RÍO TORINA O TORINO,,,,Cantabria,Cantabria,Presa de fábrica de arco-gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=174,
734.0,JÚCAR,AMADORIO,16.0,0.0,8030027.0,AMADORIO,38.5337220420001,-0.264786822999952,RIU AMADORIO,,,,Alacant/Alicante,Comunitat Valenciana,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2183,
445.0,CANTÁBRICO ORIENTAL,ANARBE,44.0,0.0,1310003.0,AÑARBE,43.21230153,-1.87524544699994,AÑARBE IBAIA O ENOBIETAKU ERREKA,,,,Gipuzkoa/Guipúzcoa,País Vasco,Presa de fábrica de arco-gravedad,163.5,79.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=78,
445.0,CANTÁBRICO ORIENTAL,ANARBE,44.0,0.0,1310001.0,AÑARBE,43.2126734980001,-1.87827944599996,AÑARBE IBAIA O ENOBIETAKU ERREKA,,,,Gipuzkoa/Guipúzcoa,País Vasco,Presa de fábrica de gravedad (hormigón vibrado),162.5,7.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=76,
137.0,SEGURA,ANCHURICAS,8.0,1.0,,,,,,,,,,,,,,,
376.0,GUADIANA,ANDEVALO,634.0,0.0,4210068.0,ANDEVALO,37.6251957920001,-7.40050286999997,RIVERA DE MALAGON,,,,Huelva,Andalucía,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1272,
226.0,GUADALQUIVIR,ARACENA,129.0,0.0,5210003.0,ARACENA,37.9078896870001,-6.45184509099994,RIVERA DE HUELVA,,,,Huelva,Andalucía,Presa de fábrica de contrafuertes,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1531,
273.0,CANTÁBRICO OCCIDENTAL,ARBON,41.0,1.0,1330010.0,ARBON,43.4770926850001,-6.73016840999998,RÍO NAVIA,,,,Asturias,Principado de Asturias,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=140,
5110031.0,GUADALETE Y BARBATE,ARCOS,,,5110031.0,Embalse de Arcos,36.7513393790001,-5.79558309999993,RÍO GUADALETE,,,https://www.wikidata.org/wiki/Q17279790,Cádiz,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1356,
5110030.0,GUADALETE Y BARBATE,ARCOS,,,5110030.0,Embalse de Arcos,36.7513900490001,-5.79150857699995,RÍO GUADALETE,,,https://www.wikidata.org/wiki/Q17279790,Cádiz,Andalucía,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1355,
623.0,GUADALETE-BARBATE,ARCOS DE LA FRONTERA,14.0,0.0,,,,,,,,,,,,,,,
34.0,JÚCAR,ARENOS,137.0,0.0,8120012.0,Arenós Reservoir,40.086011408,-0.548482762999924,RIU MIJARES,,,https://www.wikidata.org/wiki/Q3376336,Castelló/Castellón,Comunitat Valenciana,Presa de materiales sueltos zonificada o de núcleo,603,107.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2267,
34.0,JÚCAR,ARENOS,137.0,0.0,8120018.0,Arenós Reservoir,40.093351801,-0.54459490399995,BARRANC DE JAU,,,https://www.wikidata.org/wiki/Q3376336,Castelló/Castellón,Comunitat Valenciana,Presa de materiales sueltos de pantalla de material sintético,603,18.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2273,
100.0,GUADALQUIVIR,ARENOSO,167.0,0.0,5140042.0,Arenós Reservoir,38.0210076590001,-4.44123809399997,RÍO  ARENOSO,,,https://www.wikidata.org/wiki/Q3376336,Córdoba,Andalucía,Presa de materiales sueltos zonificada o de núcleo,215,77.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1463,
499.0,SEGURA,ARGOS,11.0,0.0,7300010.0,embalse del Argos,38.1723978200001,-1.73353032399996,RIO ARGOS,https://www.google.com/search?kgmid=/g/1220l8n2,,https://www.wikidata.org/wiki/Q5830602,Murcia,Región de Murcia,Presa de materiales sueltos zonificada o de núcleo,414.6,36.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2046,
429.0,DUERO,ARLANZON,23.0,0.0,2090007.0,Arlanzón Dam,42.263942951,-3.33957144699997,RÍO ARLANZÓN,https://www.google.com/search?kgmid=/g/120lwg9c,,https://www.wikidata.org/wiki/Q11681445,Burgos,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=256,
596.0,JÚCAR,ARQUILLO DE SAN BLAS,22.0,0.0,8440007.0,Arquillo de San Blas reservoir,40.3639950640001,-1.20489484199993,RIO TURIA O GUADALAVIAR,https://www.google.com/search?kgmid=/g/1211pdb5,https://www.openstreetmap.org/relation/7897124,https://www.wikidata.org/wiki/Q11681446,Teruel,Aragón,Presa de fábrica de gravedad (hormigón vibrado),978.96,54.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2295,
362.0,GALICIA COSTA,AS FORCADAS,11.0,0.0,,,,,,,,,,,,,,,
458.0,TAJO,AZUTAN,113.0,1.0,3450030.0,Azután Reservoir,39.7779346240001,-5.08911715899995,RÍO TAJO,,,https://www.wikidata.org/wiki/Q81418400,Toledo,Castilla - La Mancha,Presa de fábrica de contrafuertes,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=885,
648.0,EBRO,BACHIMANA (LAGO),7.0,0.0,,,,,,,,,,,,,,,
9220010.0,EBRO,BACHIMANA ALTO,,,9220010.0,Bachimaña Alto reservoir,42.782028102,-0.223491101999969,RÍO CALDARÉS,,,https://www.wikidata.org/wiki/Q95674644,Huesca,Aragón,Presa de fábrica de mampostería,2207.09999999999,38.1,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2427,
80.0,TAJO,BANOS,41.0,0.0,,,,,,,,,,,,,,,
3100032.0,TAJO,BANOS DE MONTEMAYOR,,,3100032.0,Baños Reservoir,40.281682582,-5.89538451999994,RÍO BAÑOS,,,https://www.wikidata.org/wiki/Q24174597,Cáceres,Extremadura,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=566,
715.0,MIÑO - SIL,BAO,238.0,1.0,,,,,,,,,,,,,,,
44.0,EBRO,BARASONA,92.0,0.0,9220017.0,Barasona reservoir,42.124230776,0.311147826000024,RÍO ÉSERA,https://www.google.com/search?kgmid=/g/11cn63j7jr,,https://www.wikidata.org/wiki/Q24003136,Huesca,Aragón,Presa de fábrica de gravedad (hormigón vibrado),448.99,65.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2434,
113.0,GUADALETE-BARBATE,BARBATE,228.0,0.0,5110008.0,Embalse de Barbate,36.37044293,-5.74144173299993,RÍO BARBATE,https://www.google.com/search?kgmid=/g/11fx7tz183,,https://www.wikidata.org/wiki/Q5369432,Cádiz,Andalucía,Presa de materiales sueltos homogénea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1334,
113.0,GUADALETE-BARBATE,BARBATE,228.0,0.0,5110012.0,Embalse de Barbate,36.3594386510001,-5.73595225699995,RÍO BARBATE,https://www.google.com/search?kgmid=/g/11fx7tz183,,https://www.wikidata.org/wiki/Q5369432,Cádiz,Andalucía,Presa de materiales sueltos homogénea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1338,
113.0,GUADALETE-BARBATE,BARBATE,228.0,0.0,5110026.0,Embalse de Barbate,36.361376706,-5.73829324399998,RÍO BARBATE,https://www.google.com/search?kgmid=/g/11fx7tz183,,https://www.wikidata.org/wiki/Q5369432,Cádiz,Andalucía,Presa de materiales sueltos homogénea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1351,
426.0,MIÑO - SIL,BARCENA,341.0,0.0,1240011.0,Bárcena Reservoir,42.577466988,-6.56029138499997,RÍO SIL,https://www.google.com/search?kgmid=/g/122914sy,,https://www.wikidata.org/wiki/Q5815472,León,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),625,109.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=44,
426.0,MIÑO - SIL,BARCENA,341.0,0.0,1240024.0,Bárcena Reservoir,42.612901241,-6.55604299999993,ARROYO DE LA REGUERA DE NARAYA,https://www.google.com/search?kgmid=/g/122914sy,,https://www.wikidata.org/wiki/Q5815472,León,Castilla y León,Presa de materiales sueltos zonificada o de núcleo,628,26.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=57,
654.0,GALICIA COSTA,BARRIE DE LA MAZA,31.0,1.0,14150023.0,BARRIE DE LA MAZA,42.8649691900001,-8.79707815799998,RÍO TAMBRE,,,,A Coruña,Galicia,Presa de fábrica de gravedad (hormigón vibrado),249,48.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=3102,
489.0,DUERO,BARRIOS DE LUNA,308.0,0.0,2240029.0,Reservoir of Barrios de Luna,42.8497176120001,-5.86372470099997,RÍO LUNA,https://www.google.com/search?kgmid=/g/122rd45b,,https://www.wikidata.org/wiki/Q3373938,León,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=312,
311.0,EBRO,BASERCA,22.0,1.0,9220022.0,Baserca reservoir,42.578713312,0.758746737000024,RÍO NOGUERA RIBAGORÇANA,https://www.google.com/search?kgmid=/g/12353cj_,https://www.openstreetmap.org/relation/7189805,https://www.wikidata.org/wiki/Q11940022,Lleida,Cataluña,Presa de fábrica de bóveda,1437.5,86.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2439,
532.0,TAJO,BELENA,53.0,0.0,3190011.0,BELEÑA,40.9338651420001,-3.19600748099998,RÍO SORBE,,,,Guadalajara,Castilla - La Mancha,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=747,
247.0,MIÑO - SIL,BELESAR,655.0,1.0,1270005.0,Belesar reservoir,42.6287771620001,-7.71239387399993,RÍO MIÑO,https://www.google.com/search?kgmid=/g/1214fx9h,,https://www.wikidata.org/wiki/Q3375700,Lugo,Galicia,Presa de fábrica de bóveda,332,132.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=65,
735.0,JÚCAR,BELLUS,69.0,0.0,8460031.0,Embassament de Bellús,38.939709044,-0.477464632999954,RÍO ALBAIDA,https://www.google.com/search?kgmid=/g/121rjw4w,,https://www.wikidata.org/wiki/Q5670515,València/Valencia,Comunitat Valenciana,Presa de fábrica de gravedad (hormigón vibrado),159,43.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2324,
367.0,GUADALQUIVIR,BEMBEZAR,347.0,0.0,5140037.0,Bembézar Reservoir,37.8247225110001,-5.23720810199995,RÍO  BEMBÉZAR,,,https://www.wikidata.org/wiki/Q5830414,Córdoba,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),97.5,37.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1459,
367.0,GUADALQUIVIR,BEMBEZAR,347.0,0.0,5140040.0,Bembézar Reservoir,37.9017878980001,-5.21051732899997,RÍO  BEMBÉZAR,,,https://www.wikidata.org/wiki/Q5830414,Córdoba,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1462,
540.0,JÚCAR,BENAGEBER,228.0,0.0,,,,,,,,,,,,,,,
541.0,JÚCAR,BENIARRES,30.0,0.0,8030035.0,BENIARRES,38.8149169910001,-0.356155444999956,RÍO SERPIS,,,,Alacant/Alicante,Comunitat Valenciana,Presa de fábrica de gravedad (hormigón vibrado),320.649999999999,53.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2191,
324.0,CUENCA MEDITERRÁNEA ANDALUZA,BENINAR,70.0,0.0,,,,,,,,,,,,,,,
402.0,GUADALQUIVIR,BERMEJALES,103.0,0.0,,,,,,,,,,,,,,,
209.0,CUENCA MEDITERRÁNEA ANDALUZA,BEZNAR,56.0,0.0,6180001.0,Embalse de Béznar,36.9152042690001,-3.54016190699997,RÍO ÍZBOR,,,https://www.wikidata.org/wiki/Q3374703,Granada,Andalucía,Presa de fábrica de bóveda,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1950,
97.0,CUENCAS INTERNAS DE CATALUÑA,BOADELLA,62.0,0.0,,,,,,,,,,,,,,,
254.0,TAJO,BOLARQUE,31.0,1.0,3190008.0,Bolarque Reservoir,40.363245856,-2.81868119299997,RÍO TAJO,https://www.google.com/search?kgmid=/g/12283wdl,,https://www.wikidata.org/wiki/Q8775290,Guadalajara,Castilla - La Mancha,Presa de fábrica de mampostería,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=744,
170.0,GUADIANA,BOQUERON,6.0,0.0,4060008.0,BOQUERON,39.1511076260001,-6.41827824299997,REGATO DEL ROSAL,,,,Badajoz,Extremadura,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=937,
722.0,TAJO,BORBOLLON,88.0,0.0,3100091.0,BORBOLLON,40.1253008750001,-6.57693620899994,RÍO ARRAGO,,,,Cáceres,Extremadura,Presa de fábrica de gravedad (hormigón vibrado),315.05,35.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=625,
722.0,TAJO,BORBOLLON,88.0,0.0,3100196.0,BORBOLLON,40.132771828,-6.58570755499994,ARROYO DEL CAMPANILLO,,,,Cáceres,Extremadura,Presa de fábrica de gravedad (hormigón vibrado),315.05,6.3,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=726,
624.0,GUADALETE-BARBATE,BORNOS,204.0,0.0,5110061.0,Bornos Reservoir,36.7905754980001,-5.76131138199997,RÍO GUADALETE,,,https://www.wikidata.org/wiki/Q5369434,Cádiz,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),108.5,59.1,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1385,
548.0,EBRO,BRAMATUERO ALTO,5.0,1.0,,,,,,,,,,,,,,,
418.0,GUADIANA,BROVALES,7.0,0.0,4060047.0,BROVALES,38.345277652,-6.69588046499996,ARROYO DE BROVALES,,,,Badajoz,Extremadura,Presa de fábrica de contrafuertes,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=974,
462.0,EBRO,BUBAL,64.0,0.0,9220016.0,Búbal reservoir,42.68098159,-0.315761256999963,RÍO GÁLLEGO,https://www.google.com/search?kgmid=/g/11bc5qdzzb,,https://www.wikidata.org/wiki/Q3377802,Huesca,Aragón,Presa de fábrica de arco-gravedad,1088,90.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2433,
255.0,TAJO,BUENDIA,1705.0,0.0,3190007.0,Buendía Reservoir,40.3992227420001,-2.78382182099995,RÍO GUADIELA,https://www.google.com/search?kgmid=/g/1214fx9j,https://www.openstreetmap.org/relation/8383993,https://www.wikidata.org/wiki/Q8775297,Cuenca,Castilla - La Mancha,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=743,
12.0,GUADIANA,BURDALO,79.0,0.0,,,,,,,,,,,,,,,
